subject_id	O14625	O43508	O95760	P01133	P01135	P01374	P01375	P01579	P01584	P02778	P03956	P04141	P05231	P09603	P09919	P10145	P10147	P13232	P13236	P13500	P13725	P14210	P15692	P22301	P35225	P39900	P40933	P48061	P49771	P50591	P51671	P78380	P80075	P80098	Q07325	Q14116	Q16552	Q8NEV9	Q969D9	Q96PD4	Q99616	Q99731	Q9P0M4
75	278.40149	354.63152		194.5215	4.02791	7.27522	13.09262	0.18436		53.62952	1504.19081		1.42819	121.9449	109.09532	7.00398	3.45471	1.10925	46.2488	292.37245	2.05845	109.02333	224.09495	5.45941	8.81697	190.03141	11.92962	164.83095	110.4384	401.40802	199.88557	83.62796	11.94855	1.16335	44.40606	196.08576	0.46967	6.13137		0.47168	112.84739	125.83629	13.28032
76	312.35114	293.69676		194.50836	4.00749	10.08826	10.28509	0.28714		69.39502	957.34965	0.25093	1.82701	113.27669	88.43238	4.43112	3.15352	0.98839	32.92692	244.50083	0.53512	120.59434	239.81229	2.93371	2.83981	136.3084	12.48953	164.04214	64.84341	324.78802	170.22889	37.94993	35.26392	1.60151	32.29582	339.2939	0.46848	8.24624		0.30456	124.42216	140.65564	22.46929
77	480.61207	305.2176		62.36704	4.90218	7.29294	11.25939	4.10361		62.67711	212.87761		3.05256	117.40221	115.28964	3.60162	5.24615	0.83304	64.55948	298.7447	0.9368	91.51154	165.97832	6.46012		272.87741	11.19184	125.17545	138.52038	439.85598	312.33392	46.16066	29.15023	1.8835	75.59803	233.11675	1.28686	6.41788			672.87685	118.03429	20.48976
78	256.23563	479.68309	0.25123	291.3599	10.18668	5.8708	12.7366	0.31711	0.20676	84.24939	879.02974		1.75448	133.60977	87.38515	4.33874	4.41789	1.53347	57.66045	352.74221	0.39096	118.87664	226.58952	7.13534		392.89004	11.85906	255.11596	95.36053	513.99363	311.65904	25.82587	45.13708	3.44874	93.29591	306.56308	0.57525	6.18215		0.38419	514.80101	169.08792	33.33714
79	449.19616	347.48423		49.38457	4.93229	6.74518	64.74067	0.32565		80.42129	214.07243		1.73379	125.01761	44.80369	35.31009	70.73905	0.45607	237.72345	354.60505	0.99366	120.97895	221.36434	7.45125		191.78959	12.69025	167.85828	131.75881	307.78863	290.04005	44.33925	74.82938	1.80225	79.56107	280.53249	0.23537	6.06684			358.68199	81.79241	33.24331
80	350.01426	307.37406		84.31899	8.39261	7.6812	11.60258	0.23112		46.91945	375.30994		0.67443	114.18472	96.6475	17.42607	10.38121	0.55916	49.83427	259.42602	3.31714	179.45553	219.53537	4.31412	0.51344	204.29188	11.06125	164.5847	139.4323	279.46775	231.63345	194.91394	8.85145	1.26106	30.13488	276.18504		8.06851	1.98422	0.63478	247.44884	261.8717	16.49501
81	266.26178	305.568		60.89091	3.29396	8.08723	11.39294	0.10038		41.333	556.87834		1.23583	101.53835	62.31742	5.30933	5.92051	0.38103	50.93078	216.58989	0.49564	94.02432	161.1018	3.27876		172.47127	6.9782	134.27831	61.23006	379.84757	295.85377	28.27807	41.66899	2.39999	30.594	135.43958		1.73815			276.21941	78.9874	16.384
82	351.69494	454.01813		144.41215	4.60572	10.89322	12.24946	0.33412		65.41408	485.43412		1.88261	118.68478	77.92158	3.22704	3.14737	1.08585	48.10787	251.14482	0.41383	92.05185	169.65897	4.0332	0.78121	170.88065	8.96364	172.2742	97.09403	302.26679	173.27786	30.34549	30.76315	1.23304	49.14089	233.63796	0.57664	4.42184		0.5417	219.87516	219.1987	12.48323
83	306.74825	309.66845	0.31056	198.00201	5.08426	6.92841	9.45688	0.26146		74.10106	372.59408		1.25375	141.95738	52.65356	4.42331	4.23122	0.76551	63.59192	319.061	1.34835	99.98216	235.89523	5.64578	0.56716	260.45651	9.73543	175.23912	91.97487	344.26746	327.90714	52.98522	30.37607	1.79726	36.39727	808.79154	0.75266	7.26535		2.45882	508.92008	1311.30633	20.53286
84	176.36045	275.43952	0.30124	85.32996	6.29108	9.2696	17.08512	0.22294		52.71112	593.13054		5.18396	136.83303	157.83835	4.76987	4.93838	0.49617	54.98882	320.71982	2.62448	136.94176	237.84594	7.71178		231.16107	11.80138	167.69978	125.34572	473.64943	154.83215	123.28282	18.67279	1.44805	39.23636	142.2449	0.30781	4.66943			250.24858	131.34851	23.07987
85	275.29773	410.93817		259.29244	4.18007	10.24295	10.26907	0.09731		54.53199	502.7977		1.05321	120.76007	80.58418	4.12173	3.43811	0.74975	67.21673	212.4896	0.37042	120.10201	148.31338	6.08077		271.87181	10.76513	238.56206	83.62006	330.86089	235.81006	26.8838	26.9982	1.46596	31.91821	207.2698	0.79797	4.48672		0.98023	249.35275	91.73612	18.71254
86	328.94299	253.68868		110.7468	4.18823	8.40555	12.0525	0.17414		36.45782	982.69364		0.72169	143.00076	68.43441	2.53964	3.81057	0.92039	61.96736	147.61236	1.18772	78.78422	146.61122	4.86407		127.11947	10.4726	338.96112	75.38409	243.31924	108.33232	44.50543	24.78093	0.65841	29.47518	178.71302		5.85707		1.84674	79.62576	85.64804	10.7413
87	407.62428	310.08243		100.14479	3.28879	5.68547	11.16036	0.19176		49.47974	542.14377		1.01967	86.73555	45.22187	3.84138	3.89602	0.41004	37.56618	294.89132	1.19004	95.82426	145.27717	3.38981	3.36629	181.39957	8.67	140.11309	110.4545	342.20598	176.63297	55.11555	28.05502	1.26857	47.34462	156.46821	0.45922	5.30349		1.2375	163.8764	92.06613	11.04206
88	375.99767	399.164		96.87412	4.02512	6.90617	10.49427	0.21675		65.63134	600.40983		1.20654	117.07474	60.79906	4.55488	3.32225	0.59713	46.25386	288.50312	1.14327	88.39193	172.73887	7.3895	0.90734	361.78782	8.16917	188.75959	74.39448	419.50896	226.27078	65.48263	25.29352	1.53148	56.66507	155.65897	0.41555	5.96475		1.00402	177.47724	157.66257	11.88127
89	339.664	327.80975		153.42016	6.05309	10.11114	12.71678	0.24937		65.22293	607.1519	0.29789	2.52907	155.78717	111.31513	3.91747	3.62319	1.71526	74.80646	272.44296	1.62629	97.43426	269.59079	5.94024		223.04554	11.7343	208.8868	76.62774	260.82538	153.96544	74.86486	24.76423	0.91506	47.54836	173.42604	1.09424	6.31827		0.98324	104.09384	134.95299	24.60764
90	414.0088	287.05123		214.7926	3.28853	8.79269	15.05131	1.08358		105.36528	1865.20587		2.38071	116.31548	89.90908	6.1612	5.08099	3.21913	91.89253	198.78148	1.24809	145.40091	175.71142	6.25234		272.68206	7.54069	167.25407	105.95245	396.89662	209.10958	41.89543	36.77561	2.08028	119.14652	205.0347	1.81778	5.88898		0.74458	231.64301	145.50875	27.67729
91	300.39389	393.16365		58.41937	5.59266	7.5046	13.28731	0.20536		49.6928	301.52153		1.2365	117.27094	57.35353	3.43446	4.49647	0.32537	31.92891	349.35447	1.41626	134.27771	167.41029	5.84698		292.92401	10.87553	177.02757	105.67804	331.26738	357.9308	53.008	23.5402	1.44126	48.1998	99.24744	0.54319	6.56736		0.30943	401.86508	94.05651	17.26688
92	181.86366	325.11815		63.50578	5.10569	8.93938	12.73239	0.13861		47.85909	558.55082		1.28242	105.95727	53.95012	4.15855	3.85652	0.41432	34.63149	245.06099	0.57355	106.92974	150.87806	4.66967	0.82649	344.49214	8.47402	185.37297	80.68152	474.69443	246.18519	35.75242	15.0081	2.24077	26.65474	124.26224	0.5762	2.98004			249.77458	74.54019	10.98881
93	394.69869	315.77408		243.91471	3.69854	11.09708	12.60627	0.25696		67.58711	569.99833		0.80748	134.27398	54.60441	2.94011	4.9608	0.86266	67.21817	184.17953	0.39238	85.09504	273.40939	7.55341		238.30105	9.34885	189.89102	95.37239	264.56187	184.77244	25.73739	24.00032	0.75597	55.99057	223.2499	0.24749	1.46885		0.39701	211.12573	111.01816	5.39304
94	426.04923	527.09378		243.73869	5.81108	9.41762	13.96962	0.32406	0.20303	67.67598	897.17361		1.35266	124.49991	68.60118	4.04405	4.67617	0.57595	71.39032	271.18756	0.36513	120.04801	196.5087	6.27231		157.25794	10.16007	192.05497	97.10145	439.86537	321.09821	40.37158	38.17746	1.74896	56.3924	267.56157	0.36598	7.55557		0.46404	272.32505	148.45327	24.47345
95	300.6313	381.98359		154.53076	6.70274	10.71258	18.24091	0.44795		87.73779	337.88183		2.62616	135.49597	184.06314	3.0522	4.56434	1.04281	64.15063	274.36492	2.78125	149.13733	247.3269	4.93019	17.3791	198.43241	11.78297	135.76642	79.95568	497.9973	168.89564	98.29134	58.26461	2.02053	39.50279	246.73587	0.18419	0.88719		0.70783	469.04187	134.0152	9.01656
96	177.80306	260.72414		153.14107	2.28179	3.54373	7.91482	0.04285		27.49561	415.69809		0.57353	76.53541	29.79912	2.58272	2.03859	0.52945	32.11306	134.25793	0.38066	90.75102	96.01167	1.75882	3.08942	146.88873	8.48201	155.65196	34.01803	223.54725	193.11716	51.08755	20.62754	0.5899	24.71354	133.39422		2.11671			301.89167	60.81236	5.94482
